artist,album,track,uri
Gwen Bunn,Safe Travels,All Your Secrets,spotify:track:6n7lSEuXwHquYZfUk8FHl3
Drake,So Far Gone,Ignant Shit (feat. Lil Wayne),spotify:track:2hcohLIysMxofYziluXCoX
Beyoncé,RENAISSANCE,VIRGO'S GROOVE,spotify:track:1tN0m05nf7i9LpFnYJ1i6O
CA7RIEL & Paco Amoroso,BAÑO MARÍA,BABY GANGSTA,spotify:track:3ZFok6nDttzt0aXk0VRaCX
Kari Faux,LEAVE ME ALONE,LEAVE ME ALONE,spotify:track:5hDwVwRdgcC4msudLCoapL
Dev Lemons,Guessing Games,Guessing Games,spotify:track:0xgo02DagmJEEzeOYkXD1j
Mr Twin Sister,Salt,Echo Arms (Bonus Track),spotify:track:36xw5nLD01NrzZbfcS1m6u
Trippie Redd,A Love Letter To You 3,Diamond Minds,spotify:track:6bKUUSlzDua0gt0g13OKqw
The Killers,Hot Fuss,Somebody Told Me,spotify:track:7HGTkn2aX7MNdKs7nV2xBt
Col3trane,Astrology Joint,Astrology Joint,spotify:track:1jcGbrSCZ32Q2vyvOpOZzg
KAYTRANADA,TIMELESS,Drip Sweat (feat. Channel Tres),spotify:track:5eIi76XOUB2SJ1Aev26Zjb
Ritt Momney,"Something, in General","Something, in General",spotify:track:4e2LfPZ9lVdWsQVWYdYzo4
Samara Cyn,Moving Day,Moving Day,spotify:track:4qDDIXfhFPCJd5OzKa6Bun
Apollo Bebop,Cuffing Season,Spacey Love,spotify:track:5M1nBNMDZvnl55rmSymgm7
Hotel Eden,Rewind,Golden Sun,spotify:track:5GwW7VGjMysbLWc1Ya5l7M
"Tyler, The Creator",IGOR,IGOR'S THEME,spotify:track:51RN0kzWd7xeR4th5HsEtW
Langston Bristol,My Own Lane,My Own Lane,spotify:track:4Vp0ivRVcWXrPrxZA7w7gi
half•alive,arrow,arrow,spotify:track:2g2GdzaXNjsEnlJmjnAgYH
Salvia Plath,The Bardo Story,This American Life,spotify:track:4vCVu9oq5lnmBbtpZL9CXR
NANG,Ralph Hardy Presents: Growing Pains,Dough,spotify:track:683WNpHgqToxbMf68lxxdk
Anderson .Paak,Lockdown,Lockdown,spotify:track:5oZps6mYqU5s7A4WjUZggJ
Qim Isle,Heels,These Rappers,spotify:track:724WqKtFNw0wuY5OvGdAH2
D'Neal,Played,Played,spotify:track:6VT9TzoG102XrQFv0Bx8h3
9DAYS,VIBES,MOROCCO,spotify:track:5K7ie01x5C0josLOeH7BY1
Daniel Caesar,Freudian,Blessed,spotify:track:0KyzXQhY2yzcb1FYCHkZc2
Boldy James,Super Tecmo Bo,Great Adventures,spotify:track:47FkzJm1bUaIc0OaGZvslL
Roy Blair,Thunder,Thunder,spotify:track:45rmYgjWxoFQgHWOAowUkg
Sumwun,pretty girls,pretty girls,spotify:track:3vEkBzAP09A4MEitPzWKWL
Central Cee,One By One,One By One,spotify:track:3desWYUkTBp3imvV6VkdXx
Aluna,The Recipe,The Recipe,spotify:track:7uNU0RCnCy6lGG2Id1cN4Z
Rex Orange County,New House,New House,spotify:track:79yScU3wNnv2yPF3awYqnU
KIRBY,Sis.,Kool Aid,spotify:track:5Gcvy4sBxYdpWj2f54K2ua
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,spotify:track:4fsQ0K37TOXa3hEQfjEic1
Lynda Dawn,At First Light,Fonk Street,spotify:track:3drG4Igj5q61tpQMThFWZs
Jay Worthy,Two4Two,Wait On You,spotify:track:1S7O1gj876LSrgGqvuYhv3
AUGUST 08,Blood On My Hands (feat. Smino),Blood On My Hands (feat. Smino),spotify:track:33ApwnTRZJfotPmAYqSrkt
Jaden,The Sunset Tapes: A Cool Tape Story,A Calabasas Freestyle,spotify:track:7ynAgAdnTA6gIpCHwQTjRK
Jack Stauber's Micropop,Shop: A Pop Opera,Coffee,spotify:track:2zmo93xTzKTP0lztR9iy9H
Brijean,Walkie Talkie,Show and Tell,spotify:track:1Fu9cMQmUoot814d1K4LdY
Curtis Harding,Face Your Fear,Wednesday Morning Atonement,spotify:track:1jJeYe1XBYid6aiTcHlBC1
The Wombats,Beautiful People Will Ruin Your Life,Turn,spotify:track:11IJA30efHAJLO3qroPh5L
Zack Fox,Jesus Is The One (I Got Depression),Jesus Is The One (I Got Depression),spotify:track:1YR9iNGXtsbrd8deR9ULDD
¿Téo?,¿Téo?,Belong in the Sun,spotify:track:5SZo3Grs3fmbPsHZzlLB6E
Downtown Kayoto,In2you,In2you,spotify:track:4y6c69qw9NAWBpTq7bZS0W
Jaypitts,Chocolate,Chocolate,spotify:track:0893j1rgVpY4idKjsiMoEp
9th Wonder,Zion II,LoveKills!!!,spotify:track:25zeBhNc1wu8ELK3BReDlk
JID,151 Rum,151 Rum,spotify:track:5NiqIB4BwRpoU1V6U195OU
Hush Forte,DOMINICANA,DOMINICANA,spotify:track:2fIeEYpiqiINZCTIpU1Pe1
fantompower,Summertime and the Livings Easier.,My Take on Solidao.,spotify:track:11SKG9j8uOkNdoKRB76obV
Mr. Oizo,Lambs Anger,Jo,spotify:track:1SgsRoIXRSsLxT6fkG3DkZ
"Tyler, The Creator",Flower Boy,Sometimes...,spotify:track:4KgTrzmfiWNcVneh2Dd1Ou
Adanna Duru,POP!,POP!,spotify:track:2M9AnJN0YIrkWtKXaUj56Q
austenyo,personova,personova,spotify:track:5xo35lv2hjJeWz4xw0CBei
Crumb,Dust Bunny,Dust Bunny,spotify:track:4QTHlDa9mWxjzBdD17XjUl
SZA,Ctrl (Deluxe),Awkward,spotify:track:2xZ0zfuDTv5LxLhEgD82PG
Jordan Ward,WHITE CROCS (with Ryan Trey),WHITE CROCS (with Ryan Trey),spotify:track:45uwA5e851qa3xWqKGYxGC
Father,Young Hot Ebony 2,Let's Kick His Ass!,spotify:track:5t7IgSWdPAlbXnUeOm6VjR
Flume,Flume: Deluxe Edition,Sleepless,spotify:track:6QL8FAYTbw1IFGRQb6SWud
Carter Ace,How Could U Ever,How Could U Ever,spotify:track:5OUo5JfBd75sA6EtMB25ZA
Coco & Clair Clair,Kate Spade,Kate Spade,spotify:track:0WOwHPlGnzLwr1X1e3uQW3
Omar Apollo,Apolonio,Kamikaze,spotify:track:5uUjYnzcjEgiIFWR0av19g
Miguel Fresco,Above Ground,Above Ground,spotify:track:154bVSWxbepsdoRayMzlBT
Frank Ocean,Blonde,Nights,spotify:track:7eqoqGkKwgOaWNNHx90uEZ
Justin Bieber,Purpose,Company,spotify:track:61uyGDPJ06MkxJtHgPmuyO
JPEGMAFIA,don't rely on other men,don't rely on other men,spotify:track:2RZBNHSfrxyIs8u9ciLKLf
theMIND,Coffee Grounds,The Proust Effect,spotify:track:0JxTQSBx23XbHo2jTooQRB
Lucky Daye,Painted,Real Games,spotify:track:4c3d0xt7rUFDV7EnnRYi4i
River Tiber,Dreaming Eyes,Sunset,spotify:track:7t4CO39gvoVeu3PhOZTJfG
Raphael Saadiq,The PJs,Get Involved,spotify:track:0sTW8OzAchJDkwQOfAQgD3
Priya Ragu,damnshestamil,Leaf High,spotify:track:4c4dKbkyi2yK95D0dgPDlh
IGBO,Indigo Green Brown Orange - EP,Gimme Gimme,spotify:track:3TQodbSKuIvzGxUE6CYoeA
Nick Holder feat. Zaki,Swimming,Swimming (Vocal Mix),spotify:track:3fbcOhB5iFSMxM8Ui24jwW
Phish,Billy Breathes,Waste,spotify:track:6dKntZwVJx0QLX6IM19gC7
Teezo Touchdown,How Do You Sleep At Night?,Mood Swings,spotify:track:39XPL6pNEB9qUnHctJClf6
Greta Van Fleet,Meeting The Master,Meeting The Master,spotify:track:6RuNa2kdO6HFq7QznOfl7C
Sapient,"Eaters, Vol. 2: Light Tiger",Lumens,spotify:track:1uPSjMDIMNddqEh88fqZuP
DESTIN CONRAD,COLORWAY,yo confidence,spotify:track:2gEky48KDjmR5va4R9VeHW
Majid Jordan,Majid Jordan,My Love (feat. Drake),spotify:track:1JUvB8LRKYoik4BB1bEJWK
Jay Prince,WONDER,Wonder,spotify:track:67sZGo41W4hL2OuYNr3Asf
Mac Ayres,Magic 8ball,Sunny & 62,spotify:track:0DxUIAw4ZlsOOo2KPFU3Hf
ODIE,Analogue,In My Head,spotify:track:6JS7gLuqIg5uPELAYBwxEq
Adele,25,When We Were Young,spotify:track:7IWkJwX9C0J7tHurTD7ViL
NCT 127,Ay-Yo - The 4th Album Repackage,Playback,spotify:track:6d6vx6R54M58sFgykfivLv
Gabriel Garzón-Montano,MARMALADE,MARMALADE,spotify:track:3bxoy0Lp2tyVHyGkvXrxuR
Makala,Toys R Us,Toys R Us,spotify:track:7y5gZUGzlESM7e3si2oYcy
Red Velvet,Queendom - The 6th Mini Album,Queendom,spotify:track:6SpPr7K4YQ2wp8jU6uOTmQ
"Tyler, The Creator",Flower Boy,I Ain't Got Time!,spotify:track:430qNtapCS3Ue1yoSql1oV
Weldon Irvine,The Sisters,Morning Sunrise,spotify:track:5Fse8BFC410yZ4kpVqBCHt
Tems,Found (feat. Brent Faiyaz),Found (feat. Brent Faiyaz),spotify:track:0GGfGINoVYiSFXPOjg3RHj
Smino,"Modennaminute (with Lucky Daye, Phoelix)","Modennaminute (with Lucky Daye, Phoelix)",spotify:track:3ohCVynnWEbrXGdGCgJbpy
Big K.R.I.T.,So Cool,So Cool,spotify:track:44aip3NiojpXMaSOTyZ1UO
JMSN,Velvet,Inferno,spotify:track:5Qg1StPjfDnTY42zF7i02d
Labrinth,All For Us,All For Us - from the HBO Original Series Euphoria,spotify:track:10hMM5nsZQf66ldBlgWBfG
Moonchild,Tell Him,Too Good,spotify:track:0h4SD9IhQzG5qorWfeTPzC
AlunaGeorge,Body Music,Kaleidoscope Love - Kaytranada Edition,spotify:track:0eTX0DeAdYZGCUIpUNNbLw
Elton Aura,Frequency,Frequency,spotify:track:6Fd6BVP2VaoqK9LsuDCPJl
Moonchild,Run Away,Run Away - Acoustic,spotify:track:4M4RdY2SvrljBF4md0PWdS
black midi,Hellfire,Sugar/Tzu,spotify:track:0DkazfLyVRaMvSkwycyyfT
Disclosure,Caracal,Hourglass,spotify:track:1XJ9pFMafd9GB3cnb2V3yq
Flume,Hi This Is Flume,How To Build A Relationship,spotify:track:1Ttu4TYbFIXYDFzOgfVedO
JAY-Z,4:44,Family Feud,spotify:track:6ku4gCfjdxmYpajNONAciN
Fisherman,Vanilla,"Deer (Feat. Hoody, Wonstein)",spotify:track:6YtMBBidPfLbHEpUxjkSdb
Adria Kain,When Flowers Bloom,Alone In Kenzo,spotify:track:3PoXZlMdLZcbyuO6jzd6FM
Jaden,SYRE,Fallen,spotify:track:2IDMCaW8K2nrFOoR5UANUo
SAULT,Untitled (Black Is),Miracles,spotify:track:4hGEJ3VhpJJxxEqQnz9JPS
NIKI,Zephyr,Dancing with the Devil,spotify:track:13HTiNpLn24LDqL4iTSxVP
Opraah,Pupils,Pupils,spotify:track:2kqDuU9rvYkvKodk6NSJj1
Wavves,V,Way Too Much,spotify:track:1nnc8EICgGMHfrr6Z1Fzkf
Greentea Peng,RISING,Sane,spotify:track:3RkdLBGzG6PIgf10eZyqzj
JID,The Forever Story,Bruddanem (feat. Lil Durk),spotify:track:60pZpM5WjUBQvaQ5E37XW6
Beyoncé,BEYONCÉ [Platinum Edition],Drunk in Love (feat. Jay-Z),spotify:track:6jG2YzhxptolDzLHTGLt7S
Jacob Collier,Cinnamon Crush (feat. Lindsey Lomis),Cinnamon Crush (feat. Lindsey Lomis),spotify:track:4GvqmoaWozASv5gMrslnvq
Kehlani,While We Wait,RPG (feat. 6lack),spotify:track:4t5JiO53qENJi0KqnaBtfU
Jordan Rakei,Freedom,Freedom,spotify:track:6NK6YFjxpLMpaqt6YKfIDA
Baby Rose,Slow Burn,One Last Dance,spotify:track:2hFJkTkYuul6obJwUakb0v
Beyoncé,MY HOUSE,MY HOUSE,spotify:track:7omJfT9s6V2IpQNBYyq5C8
Disclosure,Settle,White Noise,spotify:track:4PPiV0xlKze0D4G93UWLji
Aminé,TWOPOINTFIVE,Charmander,spotify:track:4Aocy7YAyOYf5YHj18Vfj3
Tame Impala,The Slow Rush,Lost In Yesterday,spotify:track:5JWPUEov2wlX7c0jhYZpeB
Aminé,TWOPOINTFIVE,Mad Funny Freestyle,spotify:track:2pGz1Afwxe0KHJtJLwm0Kd
Tove Lo,Sunshine Kitty,Equally Lost (feat. Doja Cat),spotify:track:0zFComc9VzjCKWm4PSbIJk
Fruit Bats,Stunned One,Stunned One,spotify:track:1wp7RHDXjeKKgR1yfVJNir
N.E.R.D,Seeing Sounds,You Know What,spotify:track:40YQDJrYZFIP24QVfUi9Ar
Obongjayar,Sweetness,Sweetness,spotify:track:5VKVtkx3RBTbeK1hwL6aZ0
Mac Ayres,Comfortable Enough,& That's Alright,spotify:track:1ASixBTwRxUPMVXQ1E4vVC
Forest Claudette,Mess Around (feat. EARTHGANG),Mess Around (feat. EARTHGANG),spotify:track:2ug9Wg4LgcyBDirbl6mgvP
AQUIHAYAQUIHAY,Acorralado,Acorralado - Remix,spotify:track:4HHTk0NBIb6D0CJ3Ez1oWE
Donna Goldn,Grape Wifey,Grape Wifey,spotify:track:2puInYSd0x5fn5DbI7ybLQ
Daniel Caesar,Pilgrim's Paradise,Streetcar,spotify:track:7Cu2COdH93MnuireuKNiS3
Sam Wills,Sweet Distraction,Sweet Distraction,spotify:track:6oYDza5APcRR4c8w1WEAml
Aahhhli!,WAIT HUH!?,WAIT HUH!?,spotify:track:7Ez7AgQGcN8ukwN37uSCcz
Wavedash,Status Quo,Status Quo,spotify:track:20nE4m2wJ7a44ZTaorpn5z
Drake,So Far Gone,Lust For Life,spotify:track:1v24T2ug4TlssYZvI3aL4O
Genesis Owusu,Wit' Da Team,Wit' Da Team,spotify:track:6pYboBjyoItTk15TSVpwce
Flume,Skin,Free,spotify:track:1ADgsp2S9HDbK2igN7EtTA
Ravyn Lenae,Midnight Moonlight EP,Genesis - EP Version,spotify:track:1z8VQNzZ8mETuKjW1szX1A
Omar Apollo,Stereo,Hijo de Su Madre,spotify:track:2LGR3T1xZwuELcOi6DpMXY
Berhana,Amén (The Nomad’s Dream),Gone (Abebe Bikila),spotify:track:6NpsvZnEr0InIoNeE9A0Dd
Laurence Guy,Your Good Times Will Come,Your Good Times Will Come,spotify:track:3g5oI7fJYh9NaQMQ5x4ItH
Fruit Bats,"Sometimes a Cloud Is Just a Cloud: Slow Growers, Sleeper Hits and Lost Songs (2001–2021)",Without Any Airs,spotify:track:31MY6ibgufxRqhQgsGkczb
JAWNY,Anything You Want,Anything You Want,spotify:track:78LMazmfqncADjyJVae8dN
Shayhan,Mr. Fish,Never Ask,spotify:track:4G4RuVN5j4P9EAbFGRPUNB
Joe Hertz,Simple,Simple - Chris McClenney Remix,spotify:track:47LT13IhBV5gVsl0Pq8Ox4
CHUNG HA,Querencia,Bother Me,spotify:track:3t4ozuyQ2OidVwuG08FHBn
Charli xcx,BRAT,Sympathy is a knife,spotify:track:5c9tBmJKbTdn1vhzXHeAwW
Bickle,Naked,Naked,spotify:track:5Vth7eImumlAyhsW8PqqAM
Mac DeMarco,Salad Days,Chamber Of Reflection,spotify:track:5oeOWXjH8NZFOWP0SpSXqV
Lou Phelps,EXTRA EXTRA!,MUST BE,spotify:track:4DjJ7jXirgE5dHiSC6Has3
Rejjie Snow,Dear Annie: Part 1,Egyptian Luvr (feat. Aminé and Dana Williams),spotify:track:4cFOSh45sPPvPTzOmiJ9Au
Eslabon Armado,Corta Venas,Jugaste y Sufrí,spotify:track:3NqBxTOMCJ3zW9CIP51td4
DEAN,I'm Not Sorry,I'm Not Sorry,spotify:track:7AoK7YuZ5sQYtPofTFElIE
Cashmere Cat,Adore,Adore,spotify:track:2xIkt2HT6EhqL94PVWEqk4
The Futurelics,Classic,Down N' Out,spotify:track:0NlGNzBqiQsjjnhlCzUacz
Masego,Silver Tongue Devil (feat. Shenseea),Silver Tongue Devil (feat. Shenseea),spotify:track:0hfO4THmsjstA7svFPLTVS
Asaiah Ziv,Free Your Soul: Side A (Deluxe Version),Here (feat. Xavier Omär),spotify:track:5oy4VFaAESEx7z45Oy0eXE
Drake,"Two Birds, One Stone","Two Birds, One Stone",spotify:track:3m62bJJXGyQKdR9XyRocnl
Aaron Childs,Tangerine,Tangerine - Channel Tres Remix,spotify:track:4xC3EWDjwlWS0L62QZO9F8
Cleo Sol,Rose in the Dark,Why Don't You,spotify:track:6RQ0i7rApnnWSI8uEiGVVF
emawk,allthefeels,whelmed,spotify:track:4dj5RTVztRLROh8hJi8uHl
EARTHGANG,Mirrorland,This Side,spotify:track:6H1ysWbUhCfAPukSBItJUt
DJ Khaled,GOD DID,BILLS PAID (feat. Latto & City Girls),spotify:track:0JiLQRLOeWQdPC9rVpOqqo
Tentendo,Money,Money,spotify:track:3oGcjB8hAH7LVlqHX6fpWn
Queens of the Stone Age,Songs For The Deaf,No One Knows,spotify:track:6NvRxjfYkkT2SpirAlmsjH
Little Dragon,Ritual Union,Ritual Union,spotify:track:5uTjNzGKCQ50synrf9dWmT
Jim-E Stack,EPHEMERA,Can We (with Kacy Hill),spotify:track:5mVWKI0OgsFIXF8aJccfO8
Tank and The Bangas,Friend Goals,Fluff,spotify:track:0dIjXvuRcRJKMqiofuFeyc
Ashley Iman,MARSEILLE,MARSEILLE,spotify:track:1eMrcRN3T77SoUegyXk2AL
GoldLink,At What Cost,Meditation (feat. Jazmine Sullivan & KAYTRANADA),spotify:track:7jaYiqwCFQDdtxfQaSzZuM
SHRETA,Need Luv,Need Luv,spotify:track:3Jiwk6k8VfEyVreUDIJYre
Malcolm Todd,Art House,Art House,spotify:track:2GkjgiuBawwpL48d0TGQEL
grouptherapy.,there goes the neighborhood.,watercolor.,spotify:track:0GZpyjKRCjr43UDj9EuvLQ
Denzel Curry,Walkin,Walkin,spotify:track:646sbFnyVg1trhqqxqFUJg
Tayla Parx,Era,Era,spotify:track:0lnwlqbqROrhg4IiQ34iH6
LAUSSE THE CAT,Coco Channel,Coco Channel,spotify:track:2Lt2OCMsNF0DefG5H1NOqc
Makala,Gun Love Fiction,Piscine privée,spotify:track:304oWfDX81gcriN0yq6Kxy
Doja Cat,Scarlet,Ouchies,spotify:track:0qmCk0qi44SBvugoXwwsnc
NewJeans,Ditto,Ditto,spotify:track:3r8RuvgbX9s7ammBn07D3W
"Tyler, The Creator",CALL ME IF YOU GET LOST,MOMMA TALK,spotify:track:2HrRwAKgIzjTeuKoaj4akH
Hejira,I Don't Belong to Anyone,I Don't Belong to Anyone,spotify:track:5F10ePHVbgf31psdEGclXA
Speak,A Man + His Plants,Mango Summer,spotify:track:1Vm1kMpf18dQspXhzfLbLp
Tom Misch,What Kinda Music,I Did It For You,spotify:track:4xWLo3R0jjTVOdmtjC5MKI
Photay,Onism,Outré Lux (feat. Madison McFerrin),spotify:track:0WAKFcVVPkZboGEZcT4r73
Kid Bloom,A Different State of Mind,"I Kissed a Girl, and She Kissed Me",spotify:track:3EZvhNCLA30qUZT2LMDYRL
Paleblu,Drop My Tune,Drop My Tune,spotify:track:3wYqHXWAbC59oGiccRsZLK
Oktae,Cosmic Love,Cosmic Love,spotify:track:6mv9nkzhPSuCE53yscVLWQ
Jordan Hawkins,Can't Fake What You Feel,Can't Fake What You Feel,spotify:track:2LPOh5ANJBPtPpixYxG4qq
Sweet Trip,You Will Never Know Why,Milk,spotify:track:62ocXa3rr5qUWI3GAhWnaH
Free n Losh,5th & Ghost,The Right Song (feat. Terrell Morris),spotify:track:6onvDRTFCU9pGV0qrh5P6Q
Bas,Passport Bros (with J. Cole),Passport Bros (with J. Cole),spotify:track:3Owi7BjAeziHBYS0gLvHTQ
Mac Ayres,Comfortable Enough,Anymore,spotify:track:1gvP8TYLpVbaHQTJT8o85x
Young Franco,Juice,Juice - Castelle Remix,spotify:track:4At5YeUw1MfMMLUb4hvTKx
Mase,Harlem World,Feel so Good,spotify:track:7hfRrdFJgFKK3cJ4rmkecE
Raveena,Honey,Honey,spotify:track:6ohzjop0VYBRZ12ichlwg5
NxWorries,Yes Lawd!,What More Can I Say,spotify:track:18YB1U2346cnPCBAbmga8h
Pink Skies,SPECTRA,Spectra,spotify:track:0tT0NLVmY77P1t0xXZLWBx
Supershy,Happy Music / Something on My Mind,Something on My Mind,spotify:track:6Pcx4nwR7JjAx4ExdAB8Fb
Pierce The Veil,Collide With The Sky,King For A Day,spotify:track:1IT0WQk5J8NsaeII8ktdlZ
Geoffro,Honey (Remix),Honey (Remix),spotify:track:0yqtxvcyk0ag8xSYOk9acT
ADÉ,ALWAYS SOMETHING,SOMETHING SWEET (feat. Fatman Scoop),spotify:track:0J9g8SSKGDsCRu0xCs71IP
Snoh Aalegra,FEELS,All I Have - Intro,spotify:track:7DfDdFCdn3WZYupiGProcq
E. Jones,"Deadstock, Vol. 2",SLD (Quiet Storm Hour),spotify:track:5MBmZRWzLLO3Bnq9selIp8
SZA,Ctrl,Doves In The Wind (feat. Kendrick Lamar),spotify:track:593W4qZOwwdqF6YnimJjL6
Kwaku Asante,Wanderlust,Thinking of You,spotify:track:5GWGCUx1dXcEd9bWphI2IC
Roy Blair,GRAFFITI,YOU WERENT ENOUGH,spotify:track:7yTJoV0A2NcwZLGPs8vl6p
AQUIHAYAQUIHAY,No Me Busques Donde Mismo,1 De 100 (feat. Big Soto),spotify:track:05W8P13feXKJQVs5CMxmoY
CA7RIEL & Paco Amoroso,BAÑO MARÍA,DUMBAI,spotify:track:2Fi6RtngvStwsjskvwabVT
Quelle Chris,Innocent Country 2,Sudden Death,spotify:track:5XDxbPkfSw4uIQHHIoqznB
Justin Bieber,Changes,Get Me (feat. Kehlani),spotify:track:5VwwpU7KsLhgfbMEecedhJ
Childish Gambino,Kauai,Retro [ROUGH],spotify:track:7b9h63I7EafcW2pVS9pcUr
Black Bear,The Cinnamon Phase,Black Bear,spotify:track:7kS4JyQvrqssb5DmDMwqOC
Summer Walker,Still Over It,No Love (with SZA),spotify:track:08SB2OtZkaliju77WYEKxk
Ab-Soul,Crazier,Crazier,spotify:track:32MRzH8knxhm1pXeBzHA0F
Sylvan LaCue,Apologies in Advance,Perfect Imperfections,spotify:track:5WzHbHMu96Bn7ZScYYu6EG
Biskwiq,Sk8board P,Sk8board P,spotify:track:71SbmXsy5H0bqxJAVBcfsG
Xavier Omär,Feelings 4 You,Feelings 4 You,spotify:track:7whRnyXkGLSkwluSMe1JH5
Timbaland,Shock Value,The Way I Are,spotify:track:2bLqfJjuC5syrsgDsZfGmn
J. Cole,Cole World: The Sideline Story,Work Out,spotify:track:6rbeWjEavBHvX2kr6lSogS
SZA,The Weekend,The Weekend - Funk Wav Remix,spotify:track:0P6AWOA4LG1XOctzaVu5tt
Medhane,Own Pace,Affirmation #1,spotify:track:7akOw16mWpyF1RyojYy1c9
Sticky Fingers,Cyclone (The Village Sessions),Cyclone (The Village Sessions),spotify:track:53XM8O6sQ4YzCq2jYgXuC6
Jorja Smith,Rose Rouge,Rose Rouge,spotify:track:6XM6FI6rPJBnhoF6heNHeN
Portraits Of Tracy,Aeternum,Aeternum,spotify:track:1taMXeOd1UVpWFrCdVP5cU
Leon Ware,Musical Massage,French Waltz,spotify:track:7zoaxmDEONxkI2lMOhxJYN
Drake,Take Care,Crew Love,spotify:track:0TiC3GtlMCskf2hIUIBcDV
Beyoncé,BREAK MY SOUL,BREAK MY SOUL,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ
Jamie xx,In Colour,I Know There's Gonna Be (Good Times),spotify:track:2zsa7Z6gCA5eBg0p9pbyLs
The Alchemist,Seasons Change,Seasons Change,spotify:track:0n1HZntJwa0YJIRsthWrB3
Drake,Scary Hours 2,What’s Next,spotify:track:3aQem4jVGdhtg116TmJnHz
Cabu,So Far to Go,Over Me,spotify:track:5q36WvmMpmnD9IYpQT86N2
Joe Hertz,Trippin',Trippin',spotify:track:1yvrUbu1SHG3EHm3ZIVFt9
KAYTRANADA,TIMELESS,Witchy (feat. Childish Gambino),spotify:track:1PxKsGzQcmiwDHvA9ig5gv
Mary J. Blige,Growing Pains,Just Fine,spotify:track:33vzOPcd9FRirYGlCu32x4
femdot.,Pelle Pelle,Pelle Pelle,spotify:track:2mSvuW1tjFx5uy17EVkaT5
Khruangbin,Hasta El Cielo (Con Todo El Mundo In Dub),With All The World,spotify:track:46cMWn1i8z0RwZQi1mgsYd
AQUIHAYAQUIHAY,Llámame,Llámame,spotify:track:6m5nex1rV1rdzsmMjKZMW8
Ivy Sole,Overgrown,Rollercoaster,spotify:track:0dmafcQm47lVWFCoe2h9eX
Rex Orange County,Apricot Princess,Television / So Far So Good,spotify:track:5OUTFH5acycdnf8OVo21Gv
Daniel Caesar,CASE STUDY 01,FRONTAL LOBE MUZIK,spotify:track:0b6l1obmzq1YrqiKBVLtIo
half•alive,still feel.,still feel.,spotify:track:4EcYqXGZ1MOl7gBLcRO9Ya
Sango,Kalimba Funk,Kalimba Funk,spotify:track:3U4dLD0OE4wqNyzy9YpeXX
Harry Styles,Harry's House,Satellite,spotify:track:0rzaRSujxA0bKyjJl6vHYq
Kanye West,Late Registration,Gold Digger,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ
Lindsey Lomis,call me when u get home,call me when u get home,spotify:track:6PROEkFafguEHZC7f6NTrq
Charli xcx,BRAT,Everything is romantic,spotify:track:5sMEEjviCkH6Rp5X2ZvIIc
Matt Martians,The Last Party,Off My Feet / Westside Rider Anthem,spotify:track:2Lj9UQsdvaN9bIfiKWidS8
Mark Morrison,Return of the Mack,Return of the Mack,spotify:track:3jDdpx9PMlfMBS5tOBHFm9
Lucky Daye,Buying Time - A COLORS SHOW,Buying Time - A COLORS SHOW,spotify:track:2qqZcn1tIL4o2WU8wWjbYJ
Giveon,TAKE TIME,The Beach,spotify:track:2Hd7uGbl8PX0IxyX59VFOg
Benn Good,Sunrise Sunset,Sunrise Sunset,spotify:track:1ut8r7IOUwk1qmeZFWXWwR
Jordan Rakei,Origin,Rolling into One,spotify:track:6rDunNC3OsxLUkxK1aEjnL
Sam Gellaitry,Escapism,LONG DISTANCE,spotify:track:5vG7iwUFxDI8xSDfya1Ist
The Carters,EVERYTHING IS LOVE,SUMMER,spotify:track:7zmleW3XZx0uUsL2CkFuDe
Saiming,WOOF MEOW,WOOF MEOW,spotify:track:1JpLq0ynyDv9rQIfvP2wVl
Koji.,Honest,Honest,spotify:track:2HytB9M0U9L8fmrDFvDgXD
Zaia,VERY ALONE,WONDER,spotify:track:4JhDtr4ygpM2EsNJCepEna
Logic,Bobby Tarantino,Deeper Than Money,spotify:track:6pK86Tx0QqX0E64mKuDB5Q
Chloe x Halle,Ungodly Hour,Baby Girl,spotify:track:1AYn4YyxEF0SR3fGr6x7KN
Torren Foot,New Bottega,New Bottega,spotify:track:05IOuexttkZG6eQLFi3v40
Kendrick Lamar,The Heart Part 5,The Heart Part 5,spotify:track:5MMW4CZsZiZt2iuqAXzzWC
Doechii,Yucky Blucky Fruitcake,Yucky Blucky Fruitcake - Slowed and Chopped,spotify:track:2dX6YJyyIYdGmyDdY06DUA
Why These Coyotes,Dance Around the Fire,Dance Around the Fire,spotify:track:6oDXwSPWcp7KT2B3funF8y
Deante' Hitchcock,Good,Feelings (feat. Raq),spotify:track:2SnSLdX17lJYKoFSqSeLfa
PinkPantheress,Boy's a liar,Boy's a Liar,spotify:track:3NanY0K4okhIQzL33U5Ad8
Bluestaeb,GISEKE,TTWL,spotify:track:3KFedCHJWIo5BGD2pV42Hs
Gus Dapperton,"Prune, You Talk Funny","Prune, You Talk Funny",spotify:track:6KKHXbJtnJPjla3V49YPac
Bad Bunny,X 100PRE,MIA,spotify:track:3gE4eQH3K83Sght0ZLvuBK
GRAY,Moon Blue,Moon Blue,spotify:track:3MyorZggs8NL5GxMJ0tLSL
